,index,position,company_name,description,requirement,preferred,like
90,1393,리액트 네이티브(React Native) 모바일 앱 개발자(3년 이상),모니모니,[직무 소개] • React Native를 사용하여 모바일 어플리케이션을 개발해요. • 존재하지 않는 React Native 모듈을 만들거나 오픈소스를 활용  제작하기도 해요. • 효율을 올리기 위해 다양한 자동화 및 테스트 코드를 시도하고 Third Party 서비스를 활용해요.  [주요 업무] • 서비스 중인 앱의 새로운 기능 개발 • 퍼포먼스와 버그 이슈 관리 및 개선 • 앱 기획 참여와 신규 앱 개발 등 기타 앱 서비스에 관련된 모든 업무  [전형 절차] 서류전형 - 과제전형 - 면접 - 최종 합격,• React의 동작방식과 Hook에 대한 이해도가 있는 분 • Mobile Application 혹은 React  사용 서비스 개발 및 유지보수 3년 이상의 경력 • React Native 혹은 iOS  Android로 제품을 출시한 경험이 있는 분 • JavaScript  TypeScript에 대한 기본적인 이해(ES6) • 주어진 기능 및 UI 요구사항을 설계/구현/테스트 할 수 있는 분 • 확장 가능한 개발을 지향하며 리팩토링  버전관리(Git)등의 체계적인 코드관리에 익숙하신 분 • Node.js 환경 및 라이브러리에 대한 지식 혹은 습득 능력을 갖추신 분 • 기본적인 영어 능력(읽기  쓰기  간단한 회화) • 해외여행에 결격사유가 없는 분,• DAU 30만 이상의 서비스 혹은 그에 준하는 경험 • 좋은 UI/UX 개발에 관심이 많으신 분 • 앱의 테스트 및 배포 자동화 등에 경험이 있는 분 • 다른 개발자와의 협업을 위한 프로세스 구축 경험 • 오픈소스 참여 경험,7
91,1394,모바일/웹 디자이너,인앤아웃코퍼레이션,• 모바일/웹 운영 디자인 구축 • 상세페이지  이벤트  배너 등 웹디자인 업무 • 간단한 영상편집(GIF 포함) • 이미지 합성 및 보정,• 웹 디자인 실무 경력자 • 자사몰 제작 경험자(아임웹  카페24  고도몰 등 사용) • 모바일/웹 서비스 구축 및 운영 디자인 경험자 • 다양한 분야의 UI/UX 디자인 작업 경험자 • Adobe 툴 사용 숙련자(PS  AI  XD 등) • 원활한 커뮤니케이션 스킬 보유자,• 웹 코딩이 가능한 분 • 그래픽 디자인 요소의 활용도가 우수하고 레이아웃 구성에 능숙하신 분 • 영상 및 프로토타입 제작과 관련된 도구를 사용하는데 능숙하신 분 • 웹 페이지 디자인 기획이 가능한 분,4
92,1395,모바일 캐주얼 게임 QA,알로하팩토리,알로하팩토리의 운영팀에서 무슨 일을 하나요?  알로하팩토리의 내부 스튜디오  퍼블리싱 게임의 개발 및 라이브 프로젝트의 품질관리 업무를 진행합니다. 프로덕트의 품질 검증 뿐만 아니라  전반적인 게임의 재미를 검증하는 FUN QA의 역할을 수행하며 자사 게임의 성공적인 런칭을 위한 파트너로써의 역할을 담당합니다.  게임을 좋아하고 프로덕트의 퀄리티 향상에 관심 있는 여러분들의 많은 지원 바랍니다!    [주요 담당업무]  • 내부 스튜디오 & 퍼블리싱 게임 프로젝트의 품질 관리 업무 수행  • 품질 검증 계획 수립 및 산출물 관리 & 이슈 트래킹 및 리포팅  • 프로덕트 FUN QA,이런 분과 함께 하고 싶어요! • 게임 개발 QA 전문 경력이 3년 이상 있으신 분  • 테스트 설계 기법에 대한 이해와 효율적인 TC 작성  수행  리포팅에 능숙하신 분 • 모바일 게임을 좋아하고 게임 시스템에 대한 충분한 이해를 갖추신 분  • 원활한 커뮤니케이션과 논리적 사고를 보유하신 분,• 게임을 좋아하고 게임 프로덕트의 개선점 도출에 관심이 있으신 분  • 테스팅 지원 도구에 대한 사용 경험과 노하우를 보유하신 분 • 테스트 자동화에 대해서 관심이 있거나 실제로 게임 QA 업무에 적용해 보신 분,0
93,1396,모바일 쿠폰 운영 MD,윈큐브마케팅,1) 모바일쿠폰 운영 업무 - B2C  B2B : 상품관리  모바일 쿠폰 발송 - B2C 판매채널 및 오픈마켓 운영 - B2B 운영 업무 - 기프트샵  매체관리 : 기획전  프로모션 협의 및 오픈 (플랫폼 운영 및 기획) - 브랜드&공급사 관리 : 원활한 운영을 위한 커뮤니케이션  프로모션 협의  상품관리  2) 데이터 분석 및 기획 - 매체별 매출 및 수익 분석 (매출 확정  수익산출) - 내부 시스템 및 업체 요청 개발 사항 의견 조율  기획,1) 동종업계 경력자 우대 2) 오픈마켓 MD  AMD 경력자 우대 3) 포토샵 및 OS 업무 가능자,1) 원활한 커뮤니케이션 가능자 2) 의문 사항이 있을 때 해결하고자 하는 욕구가 있는자 3) 적극적인 자세로 임하는자,1
94,1397,모바일 게임 개발 프로그래머,앤유,• 서비스 중인 모바일 게임 컨텐츠 개발 및 유지보수 • Unity  C# 환경에서의 신규 게임 개발 • 게임 및 데이터 구조 설계 및 개발 • 팀간 업무 효율을 위한 툴 개발,• Unity 엔진의 기능들을 능숙하게 사용가능 하신 분 • 다양한 SDK(안드로이드  iOS 등)의 Unity 연동 경험이 있으신 분 • 모바일용 앱 빌드 프로세스를 이해하고  스토어 배포에 대한 지식이 있거나 경험을 해보신 분  • C# 프로그래밍에 충분한 지식을 갖춘 분 • 네트워크 프로그래밍에 대한 전반적인 이해와 지식을 갖추신 분 • 게임 개발 및 운영 시 필요한 Tool(언어무관)들을 직접 제작하고 사용/배포해보신 분 • CI/CD툴에 대한 이해가 있으며 실제 구성해 보았거나 사용해 보신 분 • Jira 등 이슈트래킹 소프트웨어에 대해 알고 있거나 사용해 보신 분 • SVN 원활하게 사용 가능하신 분  • 빠르고 정확한 코드 분석 및 디버깅 능력을 갖추신 분 • 본인이 개발한 프로그램의 성능 향상을 위해 항상 개선하는 습관을 가지신 분 • 안정적인 서비스를 위해 새로운 기술을 검토하고 적용할 수 있는 능력을 갖추신 분 • 다양한 직군(아트 기획등)의 동료들과 원활한 커뮤니케이션이 가능하신 분 • 자신이 개발하는 게임에 책임과 열정이 있으신 분 • 항상 새로운 것을 배우고  적용해보고 싶은 욕심이 많으신 분 • 학력 무관  [제출 서류] • 이력서  기술 이력서 • 자기소개서 • 포트폴리오,• 모바일 게임 상용 서비스 및 라이브 유지보수를 경험해 보신 분 • 프로젝트의 기본 개발 구조 설계가 가능하신 분 • Unity 엔진 개발 경력 5년 이상(학력무관) • Jenkins 구성 및 자동화 빌드 및 배포에 경험이 있으신 분 • 2D/3D 그래픽스에 대한 지식이 있으신 분 • 서버프로그래밍(언어무관) 경험이 있으신 분 • MSSQL 등 DBMS의 기본적인 내용을 이해하고  DB 테이블 설계 및 기본적인 프로시저  쿼리 구현이 가능하신 분 • 윈도우 서버에 대한 기본적인 이해가 있으신 분 • 웹서버(IIS  Apache 등) 구성 경험 및  REST API 프로그래밍에 경험이 있으신 분,4
95,1398,[NEW STATE Mobile] 모바일 Anti-Cheat 엔지니어 (3년 이상),크래프톤(Krafton),- 모바일 안티치트 솔루션 개발 - 모바일 치트 프로그램에 대한 효율적인 차단 방법 연구 및 적용 - 모바일 치트 프로그램 분석 및 대응 - 모바일 게임에 대한 보안 검수,- 기본적인 프로그래밍 능력 (C/C++/Python 중 2가지 이상) - Android  iOS OS Internal 에 대한 높은 이해도 - Frida 및 각종 분석 프레임워크를 능숙하게 활용하시는 분 - ARM 아키텍처 리버스엔지니어링 경험 - 치트 개발자를 괴롭히는 일을 즐기는 분,- 모바일 안티치트 솔루션 개발 경험 - LLVM  Clang 을 활용한 난독화 프로젝트 개발 경험 - Unreal Engine 4 사용 경험 또는 높은 이해도 - 모바일 치트 프로그램 분석 경험  전형절차 서류 전형 ＞ 전화 인터뷰 (Phone Interview) ＞ 직무 테스트 (Technical Fit Test) ＞ 실무 면접 (Technical Fit Interview) ＞ 최종 면접 (Culture Fit Interview) ＞ 합격 및 입사  제출서류 입사지원서 (자유 양식)  경력기술서  포트폴리오 (선택)  고용형태 정규직,2
96,1399,모바일 게임 서버 프로그래머 (3년 이상),캐논크래커,• 서버 구조 설계와 프레임워크 개발 • 서버 API 설계와 구현 • 게임 데이터 베이스 개발 • 플랫폼 연동 및 운영 관련 서버 기능 개발 및 기술 지원 협의 작업,• C# / Java / JavaScript / Python 프로그래밍 경험 • MySql  MSSql 개발 경험 • 객체 지향 프로그래밍 (OOP)에 대한 지식 • 서비스 구성 요소 사이의 트랜잭션 설계 및 구현 능력 • 긍정적이고 책임감 있는 마인드 • 원활한 커뮤니케이션 스킬,• AWS  Azure 등 Cloud Infra 환경에 대한 경험 • 빌드/테스트/배포 자동화 경험 • lasticsearch 개발 경험 • 성능 튜닝에 대한 노하우와 경험 • 담당 프로덕트의 구조 개선 경험,0
97,1400,모바일 게임 기술PM,블루포션게임즈,• 모바일 게임 퍼블리싱 프로젝트 기술 관리 (마일스톤/태스크/이슈 관리  문제해결) • 모바일 게임 퍼블리싱 기술지원 및 총괄 • 모바일 게임 퍼블리싱 프로젝트 관리 • 기술 부문의 업무 / 일정 / 이슈 관리 • 모바일 게임 시스템의 구축 및 운영 • 모바일 개방형 플랫폼 연동  기술가이드 및 표준화 업무 • 유관 부서와 기술 커뮤니케이션 (기술적 의사결정을 위한 합의 도출  협업 환경 조성) • 게임 론칭을 위한 기술 리딩  마일스톤 및 태스크 / 이슈 관리 • 전산 감사 관련 IT 통제 기술 지원 • 아키텍처  인프라  자동화  CI/CD 및 Observability 개선,[자격요건] • 유관 경력 3년 이상 • 게임 퍼블리싱 기술 경력 3년 이상 (기술PM  개발PM  플랫폼 개발 등) • 게임 관련 개발 경험 (게임서버  클라이언트  DBA 등) • 적극적인 커뮤니케이션 스킬과 문제 해결 역량 • 서버 / DB / 네트워크 / 어플리케이션에 대한 전반적인 지식 보유 • 게임 서비스 퍼블리싱 라이프 사이클에 대한 이해와 업무 경험  [필요역량] • 기술PM으로서의 프로젝트 관리 / 리딩 및 커뮤니케이션 능력 • 게임 서비스 론칭 및 게임 시스템 운영 능력 • 게임 서비스 문제 발생 시 원인 분석 및 해결 능력 • 지속적으로 시스템 최적화 • 유관부서와의 커뮤니케이션    [이력서 필수기재] • 이력서 내 '간단 소개글'에 기재 부탁드립니다. • 생년월일 (나이) • 경력년수,• 기술PM으로 온라인 게임 서비스 론칭  운영 경험 • 모바일 게임 클라이언트  서버 개발 경험 • 기술부서 조직 리딩 경험 • 게임 엔진(Unity)  모바일(Android  iOS)  게임 시스템  웹서비스  네트워크  DB  보안 등에 대한 지식 보유,0
98,1401,모바일 앱 서비스 기획자,마이게러지,• 전반적인 기획업무 • 자사서비스 UI/UX,[구인 연차] • 3~7년차,• PM 및 유사 경험자 • 신규서비스 기획/출시/운영 경험자 • 스타트업 경험자 • 스크럼/스프린트 경험자,0
99,1402,모바일 앱/웹 서비스 기획자,피닉스다트,- 흩어져있는 홈페이지의 기능들을 새롭게 기획해서 통합 App으로 출시 - 다트 게임 내 아이템(스킨)에 대한 분석 및 기획 - 아이템 및 콘텐츠 제작(기획 부서 및 디자인 부서와 협업),- 4년제 대졸 이상 - 디자인 학과 출신 - 업무 관련 2년이상 근무자 우대,- 디자인 경력 우대 - 분석적 사고 및 통계 분석 가능자,0
100,1403,[100억↑투자] 모바일 게임 UA 매니저,슈퍼센트,• 모바일 게임 UA 켐페인 계획 및 관리 • 켐페인 성과 분석 통한 인사이트 발견 및 ROAS 관리 • UA 전문지식 및 케이스 리서치 • 크리에이티브 제작팀과 커뮤니케이션을 통한 켐페인 성과 향상 • [전형 절차] : 서류 전형 ＞ 1차 실무 인터뷰 ＞ 2차 Culture-Fit 인터뷰 ＞ 처우협의 ＞ 최종 합격,• 해커마인드로 하나의 주제에 깊게 파고드는 성향을 가지신 분 • 논리적  분석적 사고를 보유하고 결과와 원인에 대해 탐구심이 강하신 분 • 자율적으로 업무하는 환경에 익숙하고 계획적으로 일하실 수 있으신 분,• 영어로 원활한 의사소통이 가능하신 분,7
101,1404,서버 개발 (모바일게임),골프존,• 모바일게임 서버 개발,• C# / 자료구조 / 알고리즘 / Network / Multithread에 대한 이해 • Windows 개발 환경 능숙 (Visual studio  MS-SQL) •  Redis 프로젝트 진행 경험,"• 게임 서버 개발  출시  라이브 경험 • 게임 서비스 관리 경험 • AWS 사용 경험 • 인프라 자동화와 배포  모니터링 환경 구축 경험 • 안정적인 서비스 개발에 필요한 새로운 기술 검토 및 분석  활용 능력 보유""",0
102,1405,모바일 게임 사업 PM (3년 이상),베이글코드(Bagelcode),* 이런 일을 함께하고 싶습니다. - 베이글코드 내부 게임 출시 일정 및 프로덕트 KPI 관리 - 프로덕트 런칭 및 마케팅 전략 수립 - 경쟁사 지표 분석 - A/B Test 및 Live Ops 운영 - 라이브 지표를 기반으로 개선사항 도출,* 이런 역량을 가지신 분을 찾습니다. - 사업 PM 업무 3년 이상 - 사업 전략을 기반으로 기준점이될 KPI 설정 해보신 분 - 마케팅 및 데이터 등 유관부서들과 원활한 커뮤니케이션이 가능하신 분 - 중급이상의 영어 커뮤니케이션이 가능하신 분 - 긍정적인 태도  자기 주도적 사고를 소유하신 분,* 이런 분을 우대합니다. - 게임 개발 초기부터 런칭  그리고 운영까지 경험해보신 분 - 해외 거주 경험이 있거나 비지니스 레벨의 영어가 가능하신 분 - 풍부한 데이터 분석 경험 및 분석 기반의 개선안을 만들어 보신 분 - 게임 업계 마케팅 업무 경험이 있으신 분,0
103,1406,[Unannounced Project] 모바일 클라이언트 개발자,Electronic Arts Korea (EA Korea),• 다양한 게임 콘텐츠 및 게임 플레이 개발 • 멀티플랫폼(PC  Android  iOS) 전반적인 클라이언트 시스템  툴 개발 • 라이브 서비스 운영을 위한 시스템/툴 개발 • 다양한 국가의 라이브 환경에서 발생하는 문제들을 분석하고 대응,• 관련 분야 개발 경력 2년 이상 • 모바일 플랫폼 개발과 라이브 서비스 유지 보수 경험 • C/C++  STL의 능숙한 개발자 • C/C++을 사용한 Android / iOS 개발에 능숙한 개발자 • 협업에 어려움이 없고 팀 개발 프로세스에 익숙하신 개발자  [필수 제출 서류] • 국문 이력서 • 국문 경력기술서,• 다양한 컨텐츠 개발 경험 • 다양한 상용 엔진 개발 경험 • UI/UX에 대한 깊은 관심과 경험 • 라이브 서비스에 필요한 빌드 관리 및 배포 경험 • gRPC나 Protobuf 활용 경험과 이해 • Framework  Rendering  Game Logic  Network  Sound  Debugging  System등의 specialist • C++외의 활용 가능한 프로그래밍 언어 • 멀티 플랫폼(PC  Android  iOS) 프로젝트 서비스 경험 • 최신 Graphics API(Vulkan / Metal) API 이해 및 개발 경험 • 컴퓨터 공학 전공 • 책임감과 열정이 있으신 분 • 커뮤니케이션 스킬 • 팀 리더의 경험,1
104,1408,캐주얼 모바일 게임 UI/UX 디자이너 (Unity),캐논크래커,• 캐주얼 모바일 게임의 UI/UX 제작,• 기본 드로잉 역량을 갖추신 분 • 유니티 엔진 게임 개발 경험이 있으신 분 • 유니티를 활용한 UI 연출 능력이 있으신 분 • 긍정적이고 책임감 있는 마인드를 지니신 분 • 원활한 커뮤니케이션 스킬을 갖추신 분,• 다양한 컨셉의 UI 작업 능력이 있으신 분,1
105,1409,모바일 클라이언트 개발자,엔스테이지,- 라이브 서비스 중인 앱의 유지 보수 작업   - 서드파티 SDK 및 Unity 버전 업그레이드   - 라이브 이슈 대응,- Unity 개발 경험 1년 이상 이신 분 - 반복되는 업무에도 성실하고 책임감 있는 태도를 갖추신 분 - 효율적인 협업을 위한 원활한 커뮤니케이션이 가능하신 분,- 모바일 광고 시스템에 대한 이해도가 있으신 분 - 스토어 정책에 대한 이해도가 있으신 분,5
106,1410,모바일 게임 이펙터,캐논크래커,• 캐주얼 게임의 2D  3D  UI 연출에 포함된 이펙트 제작,• 유니티 엔진 게임 개발 경험 • 긍정적이고 책임감 있는 마인드 • 원활한 커뮤니케이션 스킬,• 에프터이펙트  포토샵  3Dmax  블렌더 사용 경험 • 다양한 스타일의 이펙트 작업 능력 • 드로잉 이펙트 능력 • 스타일라이즈 연출 능력    ※ 채용 프로세스 서류 전형＞1차 면접＞최종합격,0
107,1411,클라이언트 개발 (모바일게임),골프존,• 모바일 기반의 골프 프로젝트의 개발,· Unreal Engine 4에 대한 이해 및 활용 능력 · C++ 활용 능력 · 원활한 커뮤니케이션,· Unreal Engine을 이용한 게임 출시 경험 · 글로벌 라이브 서비스 경험,1
108,1412,모바일 Application 개발자,비피앤솔루션,•  당사가 부산시와 진행하는 블록체인기반 커피물류 플랫폼 사업의 모바일 application 개발자 (팀원 및 팀장) • 당사가 수행하는 국가 지원 사업 및 R&D 관련 모바일 application 개발,• React-Native 개발 경험 2년 이상 • Typesctipt 개발 경험  • 해당 분야 기술 소유자 및 유경험자,• 컴퓨터 분야 전공자 및 자격증 소지자 • 5년이상 경력자  문서작성 능력 우수자  • 프리젠테이션능력 우수자,1
109,1413,퍼블리싱 QA (모바일/PC),넷마블,- 넷마블에서 퍼블리싱하는 게임 서비스 품질 관리  . 프로젝트 품질 기준에 따른 QA  . 서비스 품질 위험 요소 도출 및 해소 활동  . QA 프로세스 개선,- QA 업무 수행 경력 4년 이상  또는 개발 경력 4년 이상이며 QA에 대한 관심 보유하신 분 - 모바일 게임 서비스 환경(플랫폼  네트워크 등)에 대해 이해하고 계신 분 - IT학과 전공 또는 동일한 수준의 지식을 보유하신 분,- QA자동화 및 시스템화 경험 보유자 - 모바일 앱 또는 게임 개발 경험 보유자 - CSTE  ISTQB  CSTS 등 QA 관련 자격 보유자,39
110,1414,모바일 로봇 개발 (SLAM/NAVIGATION),레인보우로보틱스,• SLAM/NAVIGATION/FMS 프로그램 개발 및 고도화 • 로봇 태스크 프로그램 개발 및 고도화 • 로봇 운영 및 테스트(서빙로봇  AMR 등)  • 로봇 사용 교육 및 업체 기술 지원 • 정부과제 수행 (오더피킹 로봇),• SW  로봇공학  로봇제어 관련 학과 석사 이상,• SLAM/Navigation/FMS 프로그램 직접 개발 이력 보유 • Web SW 개발 경험 보유,2
111,1415,모바일 게임 3D 애니메이터 (Unity/2년 이상),캐논크래커,• 캐주얼 모바일 게임의 캐릭터  몬스터  배경 오브젝트의 3D 모션 제작,• 유니티 엔진 게임 개발 경험이 있으신 분 • 프로젝트 초기부터 런칭까지의 경험이 있으신 분 • 타격감을 잘 살린 다양한 격투 액션 애니메이션 작업 경험이 있으신 분 • 긍정적이고 책임감 있는 마인드를 지니신 분 • 원활한 커뮤니케이션 스킬을 보유하신 분,• 다양한 아트 스타일의 모션 작업 능력을 보유하신 분,0
112,1416,모바일 퍼즐게임 Effector,퍼즐원스튜디오,• 게임별 특성과 기능에 적절한 이펙트를 적용하고 새로운 이펙트 리소스 개발,• 게임 이펙터 경력이 3년 이상 6년 미만이신 분 • 유니티 엔진사용이 능숙하신 분,• 블렌더 사용 가능하신 분 • 퍼즐 게임을 좋아하고 플레이 경험이 많으신 분 • 북미 아트풍에 대한 이해도가 있으신 분 • 게임 출시 경험이 있으신 분 • 아트의 영역을 구분짓지 않으며  적극적인 마인드를 가지신 분,0
113,1417,[신규 프로젝트L] 모바일 게임 이펙터,스마트스터디게임즈,• 글로벌 신규 프로젝트 L의 멋진 이펙트 제작 업무,• 관련 업무 경력 3년 이상 • Unity 엔진에서의 이펙트 제작 경험 • 카툰 스타일 이펙트가 포함된 포트폴리오 • 자율과 책임기반의 자기주도적인 분 • 원활한 의사소통과 협업을 중요하게 생각하시는 분,• 최초 개발 단계부터 런칭까지 경험자 • 이펙트 리드 경험,0
114,1418,모바일 MMORPG UI UX 디자이너,제트5,• 도트 그래픽의 모바일 MMORPG UI/UX 디자인 • 현재 오픈베타 중인 메타토이시티 프로젝트의 UI/UX 디자인,• RPG 게임 UI/UX 관련 경력 2년 이상을 갖추신 분 • RPG 게임 UI/UX 제작에 대한 역량을 갖추신 분 • 유니티 엔진에 대한 이해도가 높으신 분 • 같이 프로덕트를 만들고 함께 즐겁게 일할 수 있는 분,• 데이터 기반의 UX 설계 경험 있으신 분 • 모바일 게임 Live서비스 경험 있으신 분,0
115,1420,모바일 게임 3D 모델러 (2년 이상),캐논크래커,• 3D 캐릭터  몬스터  배경 모델링 제작 및 퀄리티 관리,• 전반적인 아트 리소스 제작 공정에 대한 이해도가 높으신 분 • 유니티 엔진 게임 개발 경험이 있으신 분 • 캐주얼한 손맵  반실사 스타일 모델링 경험이 있으신 분 • 긍정적이고 책임감 있는 마인드를 지니신 분 • 원활한 커뮤니케이션 스킬을 보유하신 분,• 다양한 아트 스타일의 모델링 작업 경험이 있으신 분(손맵  실사  반실사),1
116,1421,모바일 게임 사업PM (2년 이상),캐논크래커,• 인게임 콘텐츠 분석을 통한 서비스 인사이트 도출 • 유저 트래킹 및 지표 분석 • 신규 콘텐츠  시스템 기획 요구안 검토 및 개발 스펙 협의,• 원어민 수준의 영어 능력 • MS Office 활용 능력 • 긍정적이고 책임감 있는 마인드 • 원활한 커뮤니케이션 스킬,•모바일 게임 해외 런칭/서비스 경험,1
117,1422,모바일 퍼즐게임 원화 아티스트,퍼즐원스튜디오,- 모바일 퍼즐 게임 원화 리소스 제작 - 북미풍 아트 스타일 분석 및 연구,- 캐주얼 원화 경력이 3년 이상 10년 미만이신 분 - 게임 오브젝트 등의 게임프랍 제작 경험이 있으신 분 - 포토샵  일러스트레이터 등 그래픽 툴 사용에 능숙하신 분,- 퍼즐 게임을 좋아하고 플레이 경험이 많으신 분 - 북미 아트풍에 대한 이해도가 있으신 분 - 게임 출시 경험이 있으신 분 - 유니티 엔진을 사용하여 게임을 개발한 경험이 있으신 분 - 아트의 영역을 구분짓지 않으며  적극적인 마인드를 가지신 분,0
118,1423,웹/모바일 개발자(10년 이상),헤론헬스정보시스템,• 병원 웹/모바일 개발,• 초대졸이상 • 경력 10년이상 • Java  Spring 개발 유경험자 • Android  iOS app 개발 유경험자 • 고객 및 팀원간 협업 및 커뮤니케이션이 원활한 자,• IT관련 자격증 소지자 우대,0
119,1424,[신규 프로젝트L] 모바일 게임 3D 애니메이터,스마트스터디게임즈,• 신규 글로벌 프로젝트 L의 캐릭터 리깅  애니메이션 및 연출 전반,• 관련 업무 경력 3년 이상의 분 • 다양한 컨셉을 제시하고 새로운 시도를 추구하시는 분 • 3D 툴(3Dmax  Maya)의 리깅 이해도가 높은 분 • 자율과 책임기반의 자기 주도적인 분 • 원활한 의사소통과 협업을 중요하게 생각하시는 분,• 게임 개발 애니메이션 리드 경험 • 카툰스타일 캐릭터 작업 경험 • 유니티 엔진 사용 경험 • 프로젝트 완수 경험,1
120,1425,모바일 앱 운영 총괄 PO,마더케이,- 서비스 플랫폼 전략 및 로드맵 수립 - 프로젝트 Front/Back office 기획 및 운영 - UI/UX 설계/기획 등 고도화를 통한 고객경험 최적화 - 데이터 드리븐 (지표변화 추적관리) 를 통한 신규과제 도출 - 프로덕트 정책 수립 - QA 및 제품 릴리즈 - 신규서비스 개발 및 도입,- 경력 3년 이상 서비스의 Front/Back office PM / PO 경험자 - E-커머스나 그에 준하는 성격의 모바일 서비스 기획 경력을 지닌 분 - 고객 중심 사고  데이터 기반 의사결정에 익숙하신 분 - 개발 및 현업부서와의 원활한 협업/커뮤니케이션 능력을 갖춘 분 - 데이터 분석 툴(GA  Amplitude  BI 등) 적극적으로 활용가능한 분,- 서비스 초기 기획부터 참여하여 구축  운영  모니터링까지 참여한 경험이 있으신 분 - 고객의 요구사항을 구체화하고  해결방안을 제시하고  구현부터 출시까지 경험이 있으신 분 - Jira  Confluence  Slack  Figma 등의 업무 툴에 익숙한 분 - 스스로 문제를 발견하고  이를 구체화해 지표 또는 매출에 기여할 수 있는 프로젝트로 만들 수 있는 분,0
121,1426,모바일 로봇 제어 SW 개발자 (navigation),알지티,ㆍ지도에서 효율적이고 안전한 global path planning 알고리즘 개발 ㆍ복잡하고 역동적인 환경에서 작동할 수 있는 local path planning 알고리즘 개발  ＜전형절차＞ 서류검토 ＞ 1차면접 ＞ 임원면접 ＞ 최종합격 (절차는 변동될 수 있습니다.)   ＜유의사항＞ 허위사실이 발견될 경우 채용이 취소될 수 있습니다.,ㆍ관련 경력 3년이상 ㆍ실내 Navigation 분야 상용화 제품 개발 경력자(저널 논문도 가능) ㆍGlobal path algorithm 개발 경력자(A* 등등) ㆍLocal path planning 개발 경력자(DWA  RRT  등등) ㆍROS  C++  python 개발 능통 ㆍ탁월한 의사 소통 및 대인 관계 기술을 바탕으로 팀 중심 환경에서 작업할 수 있는 능력 ㆍ비즈니스 회화 능력 ㆍGit 경험자,ㆍNavigation 관련 분야 석사 혹은 박사 학위 소유자 ㆍISO13482 인증 경험자 우대 ㆍAMR or 자율주행로봇 (라인트레이서 제외)개발 경험자 ㆍROS2 가능자 ㆍ열정적인 모습으로 팀원들에게 동기 부여를 줄 수 있는 분,0
122,1427,모바일게임 애니메이터,알로하팩토리,알로하 팩토리의 아트팀은 무엇을 하나요?  알로하팩토리 모바일 캐주얼 게임의 모든 비주얼적인 부분을 담당합니다. 주로 북미풍 캐주얼 스타일의 아트를 제작하여 게임에 생명을 불어넣는 역할을 해요. 심플하면서도 유저에게 확실히 각인될 수 있는 스타일의 아트를 지향합니다. 언제나 활기찬 멤버들과 웃으며 일할 수 있는 아트팀과 함께 즐거운 게임을 만들어나가요!   아트팀의 애니메이터로 합류하시면 담당하실 업무를 알려드려요!  • 다양한 캐주얼 게임 내 리소스 제작 및 연출 • unity/max/spine을 이용한 각종 연출/애니메이팅 작업 • 3D/2D툴을 이용한 게임에 필요한 리소스 rigging 및 skinning 작업,이런 분과 함께 하고 싶어요!  • 업무 관련 툴 능숙하신분 (unity  3D max  spine 유사 애니툴 사용자 분 ) • 리깅 가능 하신 분,• 협업 및 커뮤니케이션 원활하신 분 • 카메라 연출 등 씬 구성 연출적 감각 있으신 분 • 3D 모델링과 유니티 엔진 이해도가 있으신 분 • 다양한 장르와 아트 작업을 하는 것에 있어 유연하게 대처 가능하신 분 • 캐주얼/미드코어 장르에 대한 이해도가 있으신 분 • 포트폴리오 필수 (본인 기여도  작업기간)  이력서  자기소개서,0
123,1428,모바일 퍼즐게임 UI/GUI Artist,퍼즐원스튜디오,ㆍ모바일 퍼즐 게임 UI 리소스 제작 ㆍ북미풍 아트 스타일 분석 및 연구,ㆍ게임 UI/GUI 제작 경력이 3년 이상 10년 미만이신 분 ㆍ포토샵  일러스트레이터 등 그래픽 툴 사용에 능숙하신 분,ㆍ퍼즐 게임을 좋아하고 플레이 경험이 많으신 분 ㆍ북미 아트풍에 대한 이해도가 있으신 분 ㆍ게임 출시 경험이 있으신 분 ㆍ유니티 엔진을 사용하여 게임을 개발한 경험이 있으신 분 ㆍ아트의 영역을 구분짓지 않으며  적극적인 마인드를 가지신 분,1
124,1429,모바일 광고 플랫폼의 B2B 마케터,오픈랩소디,• 고객 여정에 따른 마케팅 퍼널 기획 및 분석  • B2B 고객리드 확보를 위한 마케팅 업무 전반 • 블로그  뉴스레터 콘텐츠 생성 • 전시회/프로모션/세미나 등 이벤트 기획 및 운영 • 기타 제휴 마케팅 프로모션 기획 참여,• B2B 마케팅 경력 1년 이상  • 1차 면접에서 포트폴리오 필수 제출 (형식  분량 제한 없음),• 모바일 광고 시장에 대한 이해가 있으신 분,0
